Count_Scer,Scer_Esential,AncestralGeneOrder,PreWGD_1,PostWGD_over2,Num_over2,S.cerevisiae.pos1,S.cerevisiae.pos2
1,,1,6,0,0,YEL048C
1,,1,6,0,0,YDR374W-A
0,,1,3,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL046C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL044W
0,,0,2,0,0
0,,0,2,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL043W
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,1,3,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,5,0,0,YEL040W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL038W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL032W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL031W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL029C
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL060W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,6,0,0,YEL026W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,1,4,0,0
1,,1,6,0,0,YEL024W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL023C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL021W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL020W-A
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,5,0,0,YEL020C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL019C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL059C-A
1,,1,6,0,0,YEL018W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,YOL047C
1,,1,5,0,0,YEL017W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL015W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL013W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL012W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL011W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL009C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL005C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,5,0,0,YAL054C
1,,1,4,0,0,YEL004W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL003W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,3,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YEL001C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER002W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER003C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER005W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL058W
1,,1,6,0,0,YER007W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER007C-A
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,Essential,1,6,0,0,YER009W
0,,0,1,0,0
1,,1,6,0,0,YER010C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER012W
0,,0,1,0,0
1,Essential,1,6,0,0,YER013W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL057C
1,,1,6,0,0,YER015W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER016W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,,YMR089C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER018C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,6,0,0,YER019W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER020W
0,,0,1,0,0
0,,0,1,0,0
1,Essential,1,6,0,0,YER021W
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER022W
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER023W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,5,0,0,YER024W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER029C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER030W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER032W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER033C
1,,1,6,0,0,,Scer_YGOB_Anc_7.495
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL055C
1,,1,6,0,0,YER034W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER036C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER038C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,1,3,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,1,2,0,0
1,,1,6,0,0,YER042W
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER043C
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER044C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER044C-A
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER046W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER047C
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER048W-A
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER049W
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER050C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER051W
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER052C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,YER053C
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER055C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER058W
0,,1,6,0,0
1,,1,6,0,0,YBL052C
0,,0,1,0,0
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER061C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,YER063W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER065C
0,,1,4,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,6,0,0,YER068W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER071C
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER072W
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,YML053C
1,,1,6,0,0,YER073W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER074W-A
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,4,0,0
0,,0,4,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YER076C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER077C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL050W
1,,1,6,0,0,YER078C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER080W
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER082C
1,,1,6,0,0,YER083C
0,,0,1,0,0
0,,0,3,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YER085C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER086W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER087W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER090W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER091C
0,,0,1,0,0
0,,1,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER092W
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER093C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER094C
0,,0,5,0,0
1,,1,6,0,0,YER095W
0,,0,1,0,0
0,,0,3,0,0
0,,0,5,0,0
0,,0,1,0,0
1,,1,6,0,0,YER104W
0,,0,3,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER106W
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,6,0,0,YER110C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER112W
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER113C
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER115C
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER116C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER118C
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER123W
1,,1,6,0,0,YBL046W
1,,1,6,0,0,YER124C
0,,0,1,0,0
1,,1,6,0,0,YER125W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER126C
0,,0,1,0,0
0,,0,1,0,0
0,,0,4,0,0
1,,1,6,0,0,YER127W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER128W
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,,YGL230C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,3,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,5,0,0
0,,0,1,0,0
1,,1,6,0,0,YER133W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YBL045C
1,,1,6,0,0,YER134C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER137C
0,,1,6,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER140W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER141W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER142C
1,,1,6,0,0,YER143W
1,,1,4,0,0,YER145C
0,,0,2,0,0
0,,0,1,0,0
1,,1,6,0,0,YER146W
1,,1,6,0,0,YER147C
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER148W
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,1,6,0,0,YER149C
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER151C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER152C
1,,1,6,0,0,YER153C
1,,1,6,0,0,YER154W
1,,1,6,0,0,YER155C
1,,1,6,0,0,YER156C
1,,1,6,0,0,YBL042C
1,Essential,1,6,0,0,YER157W
0,,0,1,0,0
0,,0,1,0,0
1,Essential,1,6,0,0,YER159C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER161C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,4,0,0,YER163C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,5,0,0,YDR461C-A
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER170W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,1,6,0,0,YER171W
0,,0,1,0,0
0,,0,0,0,0
1,,1,6,0,0,YBL041W
1,Essential,1,6,0,0,YER172C
0,,0,0,0,0
1,,1,6,0,0,YER173W
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,1,5,0,0,YER175C
0,,0,0,0,0
0,,0,0,0,0
1,,1,5,0,0,YER176W
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,1,6,0,0,YER178W
0,,0,0,0,0
0,,0,0,0,0
1,,1,6,0,0,YER179W
0,,0,0,0,0
1,,1,6,0,0,YER180C
0,,0,0,0,0
1,,1,6,0,0,YER182W
1,,1,6,0,0,YER183C
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,1,0,0
1,,0,2,0,0,YER184C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,4,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,1,6,0,0,YBL040C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,2,0,0
1,,0,0,0,0,YER186C
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,1,6,0,0,YBR259W
0,,0,2,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,0,0,0,0,YER189W
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YER190W
0,,0,0,0,0
0,,0,3,0,0
0,,0,0,0,0
0,,0,1,0,0
1,,0,0,0,0,YFL068W
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,2,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YFL065C
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,2,0,0
0,,0,1,0,0
1,,0,0,0,0,YFL064C
0,,0,3,0,0
0,,0,0,0,0
0,,0,2,0,0
1,,0,0,0,0,YGR066C
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YFL062W
0,,0,0,0,0
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YHR177W
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YFL061W
0,,0,1,0,0
0,,0,0,0,0
1,,0,0,0,0,YNR055C
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YDL244W
0,,0,0,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YKL221W
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YFL058W
0,,0,1,0,0
0,,0,3,0,0
0,,0,1,0,0
1,,1,2,0,0,YOR172W
1,,0,0,0,0,YFL057C
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YGR289C
0,,0,1,0,0
1,,0,0,0,0,YFL056C
0,,0,1,0,0
0,,0,1,0,0
1,,0,0,0,0,YDR391C
0,,0,0,0,0
0,,0,1,0,0
1,,0,0,0,0,YFL055W
0,,0,0,0,0
1,,0,2,0,0,YFL054C
0,,0,2,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YLL025W
0,,0,1,0,0
1,,1,6,0,0,YBL038W
1,,0,2,0,0,YFL053W
0,,0,3,0,0
0,,0,0,0,0
0,,0,1,0,0
1,,0,0,0,0,YER001W
0,,0,0,0,0
1,,0,0,0,0,YFL052W
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YPR192W
0,,0,0,0,0
1,,0,0,0,0,YFL051C
0,,0,0,0,0
0,,0,2,0,0
0,,0,0,0,0
0,,0,0,0,0
0,,0,0,0,0
1,,0,0,0,0,YHL048W
1,,0,0,0,0,YLL062C
0,,0,1,0,0
0,,0,1,0,0
0,,0,1,0,0
0,,0,0,0,0
1,,1,6,0,0,YFL049W
0,,0,0,0,0
1,,1,6,0,0,YFL047W
1,,1,6,0,0,YFL046W
1,,1,6,0,0,YFL045C
1,,1,6,0,0,YFL044C
1,,1,6,0,0,YBL037W
1,,1,6,0,0,YFL041W
1,,1,6,0,0,YFL038C
1,,0,0,0,0,YFR020W
1,,1,6,0,0,YFL037W
1,,1,6,0,0,YFL036W
1,,1,6,0,0,YFL034C-B
1,,1,6,0,0,YBL036C
1,,1,6,0,0,YFL033C
1,,1,5,0,0,YFL030W
1,Essential,1,6,0,0,YFL029C
1,,1,6,0,0,YFL028C
1,,1,6,0,0,YFL027C
1,,1,6,0,0,YFL025C
1,,1,6,0,0,YFL024C
1,,1,6,0,0,YFL023W
1,,1,6,0,0,YBL035C
1,,1,6,0,0,YFL022C
1,,0,0,0,0,YFL020C
1,,1,6,0,0,YFL017W-A
1,Essential,1,6,0,0,YFL017C
