PPI_partner.Gene,PPI_partner.ORF,Ortholog.Species,State,PPI.NA,Ortholog.GeneA,Ortholog.GeneB,Ortholog.GeneAnc,PPI.Ortholog.GeneA,PPI.Ortholog.GeneB,PPI.Ortholog.Anc,PPI.A_div_B,PPI.Scer,PPI.Vehicle
YJL060W,BNA3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4352.25,18531.5,,0.2348568653373985,8367.5,2312.75
YJL060W,BNA3,C.glabrata,B,No,,CAGL0H03553g,,,138.5,,0.007220216606498195,8367.5,2312.75
YJL060W,BNA3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2284.5,13626.25,,0.16765434363819834,8367.5,2312.75
YJL060W,BNA3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,10135.75,1896.25,,5.34515491100857,8367.5,2312.75
YJL060W,BNA3,S.kudriavzevii,A,No,Skud_16.75,,,6538.0,,,6538.0,8367.5,2312.75
YJL060W,BNA3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,22506.0,1.0,8367.5,2312.75
YJL060W,BNA3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5086.5,1.0,8367.5,2312.75
YKL088W,CAB3,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5952.75,,,5952.75,7616.0,5548.75
YKL088W,CAB3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6213.5,6941.5,,0.8951235323777281,7616.0,5548.75
YKL088W,CAB3,S.kudriavzevii,A,No,Skud_16.75,,,6231.5,,,6231.5,7616.0,5548.75
YKL088W,CAB3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5548.75,5548.75,5548.75,1.0,7616.0,5548.75
YKL088W,CAB3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6723.25,3052.25,,2.20271930543042,7616.0,5548.75
YKL088W,CAB3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,13043.75,5635.0,,2.314773735581189,7616.0,5548.75
YKL088W,CAB3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6096.0,5852.0,,1.041695146958305,7616.0,5548.75
YKL088W,CAB3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,7222.0,1.0,7616.0,5548.75
YKL088W,CAB3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5665.5,7456.5,,0.75980687990344,7616.0,5548.75
YKL088W,CAB3,S.cerevisiae,A,No,YPL204W,,,7617.0,,,7617.0,7616.0,5548.75
YKL088W,CAB3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2382.5,2862.25,,0.8323871080443707,7616.0,5548.75
YKL088W,CAB3,N.dairenensis,AB,A,,NDAI0I01070,,,7911.75,,0.00012639428697822858,7616.0,5548.75
YKL088W,CAB3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,3432.5,1.0,7616.0,5548.75
YKL088W,CAB3,S.mikatae,A,No,Smik_6.409,,,6287.75,,,6287.75,7616.0,5548.75
YKL088W,CAB3,C.glabrata,B,No,,CAGL0H03553g,,,5097.5,,0.00019617459538989702,7616.0,5548.75
YIL034C,CAP2,S.kudriavzevii,A,No,Skud_16.75,,,2182.5,,,2182.5,4574.0,332.5
YIL034C,CAP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,1488.25,2108.5,,0.7058335309461703,4574.0,332.5
YIL034C,CAP2,K.africana,AB,B,KAFR0K00320,,,15770.75,,,15770.75,4574.0,332.5
YIL034C,CAP2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,332.5,332.5,332.5,1.0,4574.0,332.5
YIL034C,CAP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4573.0,5408.5,,0.8455209392622723,4574.0,332.5
YIL034C,CAP2,N.castellii,AB,A,,NCAS0D03820,,,899.5,,0.0011117287381878821,4574.0,332.5
YIL034C,CAP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8896.75,3293.5,,2.7013056019432216,4574.0,332.5
YIL034C,CAP2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4821.5,1.0,4574.0,332.5
YIL034C,CAP2,N.dairenensis,AB,A,,NDAI0I01070,,,8403.0,,0.00011900511722004047,4574.0,332.5
YIL034C,CAP2,S.mikatae,A,A,Smik_6.409,,,5466.0,,,5466.0,4574.0,332.5
YIL034C,CAP2,K.naganishii,AB,A,,KNAG0F01980,,,7306.0,,0.0001368738023542294,4574.0,332.5
YIL034C,CAP2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,11792.0,1.0,4574.0,332.5
YIL034C,CAP2,S.cerevisiae,A,No,YPL204W,,,4575.0,,,4575.0,4574.0,332.5
YPL111W,CAR1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,26082.75,13204.0,,1.975367312935474,5178.0,NA
YPL111W,CAR1,S.kudriavzevii,A,No,Skud_16.75,,,2464.5,,,2464.5,5178.0,NA
YPL111W,CAR1,S.cerevisiae,A,No,YPL204W,,,5179.0,,,5179.0,5178.0,NA
YPL111W,CAR1,N.dairenensis,AB,A,,NDAI0I01070,,,13892.5,,7.198128486593485e-05,5178.0,NA
YPL111W,CAR1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3802.0,15693.0,,0.2422736251832027,5178.0,NA
YPL111W,CAR1,V.polyspora,AB,B,Kpol_1002.53,,,5548.25,,,5548.25,5178.0,NA
YPL111W,CAR1,N.castellii,AB,A,,NCAS0D03820,,,2473.5,,0.0004042854255104103,5178.0,NA
YPL111W,CAR1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6687.5,22916.25,,0.29182348769977634,5178.0,NA
YPL111W,CAR1,C.glabrata,B,No,,CAGL0H03553g,,,3904.25,,0.00025613113914324135,5178.0,NA
YPL111W,CAR1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,14809.75,4250.5,,3.4842371485707564,5178.0,NA
YPL111W,CAR1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,8771.0,,,8771.0,5178.0,NA
YPL111W,CAR1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,16672.5,1.0,5178.0,NA
YPL111W,CAR1,S.mikatae,A,No,Smik_6.409,,,7008.0,,,7008.0,5178.0,NA
YPL111W,CAR1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,1616.0,1.0,5178.0,NA
YJR076C,CDC11,T.delbrueckii,Anc,No,,,TDEL0E05230,,,9284.0,1.0,5459.75,743.75
YJR076C,CDC11,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,11809.75,7949.5,,1.4855965784011573,5459.75,743.75
YJR076C,CDC11,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5155.25,6767.25,,0.7617939340204662,5459.75,743.75
YJR076C,CDC11,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3075.25,8267.25,,0.3719797998125132,5459.75,743.75
YJR076C,CDC11,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2631.5,4740.5,,0.5551102204408818,5459.75,743.75
YJR076C,CDC11,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,2692.0,1.0,5459.75,743.75
YJR076C,CDC11,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,7712.0,4144.0,,1.861003861003861,5459.75,743.75
YJR076C,CDC11,S.cerevisiae,A,No,YPL204W,,,5460.75,,,5460.75,5459.75,743.75
YJR076C,CDC11,C.glabrata,B,No,,CAGL0H03553g,,,990.5,,0.0010095911155981827,5459.75,743.75
YJR076C,CDC11,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5138.0,3325.5,,1.545030822432717,5459.75,743.75
YJR076C,CDC11,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,743.75,743.75,743.75,1.0,5459.75,743.75
YJR076C,CDC11,S.bayanusvar.uvarum,A,No,Suva_16.102,,,5816.0,,,5816.0,5459.75,743.75
YJR076C,CDC11,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4581.5,8166.75,,0.5609942755686167,5459.75,743.75
YJR076C,CDC11,S.mikatae,A,No,Smik_6.409,,,5716.5,,,5716.5,5459.75,743.75
YJR076C,CDC11,S.kudriavzevii,A,No,Skud_16.75,,,4027.0,,,4027.0,5459.75,743.75
YGL206C,CHC1,S.mikatae,A,No,Smik_6.409,,,35554.5,,,35554.5,26085.0,6250.0
YGL206C,CHC1,C.glabrata,B,No,,CAGL0H03553g,,,20529.25,,4.871098554501504e-05,26085.0,6250.0
YGL206C,CHC1,S.kudriavzevii,A,No,Skud_16.75,,,38317.5,,,38317.5,26085.0,6250.0
YGL206C,CHC1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5506.0,77549.5,,0.07099981302265004,26085.0,6250.0
YGL206C,CHC1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4183.0,69509.25,,0.060179040919014375,26085.0,6250.0
YGL206C,CHC1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4096.0,49111.0,,0.0834029036264788,26085.0,6250.0
YGL206C,CHC1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,46111.75,10620.75,,4.341666078195984,26085.0,6250.0
YGL206C,CHC1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,70678.25,1.0,26085.0,6250.0
YGL206C,CHC1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,31907.75,63238.75,,0.5045600996224625,26085.0,6250.0
YGL206C,CHC1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,66864.5,7740.25,,8.638545266625755,26085.0,6250.0
YGL206C,CHC1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,6250.0,6250.0,6250.0,1.0,26085.0,6250.0
YGL206C,CHC1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,46618.5,1.0,26085.0,6250.0
YGL206C,CHC1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,82709.0,37098.5,,2.2294432389449708,26085.0,6250.0
YGL206C,CHC1,S.cerevisiae,A,No,YPL204W,,,26086.0,,,26086.0,26085.0,6250.0
YGL206C,CHC1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,49313.75,,,49313.75,26085.0,6250.0
YOL016C,CMK2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,8908.0,5552.5,,1.604322377307519,5187.5,4161.0
YOL016C,CMK2,S.cerevisiae,A,No,YPL204W,,,5188.5,,,5188.5,5187.5,4161.0
YOL016C,CMK2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3159.0,5519.5,,0.5723344505842921,5187.5,4161.0
YOL016C,CMK2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2837.75,4744.5,,0.5981136052271051,5187.5,4161.0
YOL016C,CMK2,S.kudriavzevii,A,No,Skud_16.75,,,4309.75,,,4309.75,5187.5,4161.0
YOL016C,CMK2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6055.25,4534.0,,1.3355205116894575,5187.5,4161.0
YOL016C,CMK2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5312.5,1726.5,,3.077034462785983,5187.5,4161.0
YOL016C,CMK2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5106.25,5632.75,,0.906528782566242,5187.5,4161.0
YOL016C,CMK2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4256.0,5664.0,,0.751412429378531,5187.5,4161.0
YOL016C,CMK2,S.mikatae,A,No,Smik_6.409,,,5093.5,,,5093.5,5187.5,4161.0
YOL016C,CMK2,C.glabrata,B,No,,CAGL0H03553g,,,2161.5,,0.0004626416840157298,5187.5,4161.0
YOL016C,CMK2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4007.25,1.0,5187.5,4161.0
YOL016C,CMK2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,5562.5,1.0,5187.5,4161.0
YOL016C,CMK2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4345.5,,,4345.5,5187.5,4161.0
YOL016C,CMK2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4161.0,4161.0,4161.0,1.0,5187.5,4161.0
YGL223C,COG1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2189.75,13394.75,,0.16347822841038467,4517.5,130.5
YGL223C,COG1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,4687.75,2727.75,,1.7185409220053158,4517.5,130.5
YGL223C,COG1,S.mikatae,A,No,Smik_6.409,,,7935.0,,,7935.0,4517.5,130.5
YGL223C,COG1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,6712.0,3774.25,,1.77836656289329,4517.5,130.5
YGL223C,COG1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,4742.0,4128.75,,1.1485316379049348,4517.5,130.5
YGL223C,COG1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4950.0,3130.5,,1.5812170579779588,4517.5,130.5
YGL223C,COG1,S.kudriavzevii,A,No,Skud_16.75,,,5666.0,,,5666.0,4517.5,130.5
YGL223C,COG1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6175.5,,,6175.5,4517.5,130.5
YGL223C,COG1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,11584.75,1.0,4517.5,130.5
YGL223C,COG1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4964.25,4377.0,,1.134167237834133,4517.5,130.5
YGL223C,COG1,S.cerevisiae,A,No,YPL204W,,,4518.5,,,4518.5,4517.5,130.5
YGL223C,COG1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5108.5,1.0,4517.5,130.5
YGL223C,COG1,C.glabrata,B,No,,CAGL0H03553g,,,5309.5,,0.0001883416517562859,4517.5,130.5
YGL223C,COG1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,564.5,11656.75,,0.04842687713127587,4517.5,130.5
YGL223C,COG1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,130.5,130.5,130.5,1.0,4517.5,130.5
YER157W,COG3,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3332.25,25837.0,,0.1289720168750242,7790.25,2547.75
YER157W,COG3,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,2547.75,2547.75,2547.75,1.0,7790.25,2547.75
YER157W,COG3,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,15950.0,4651.75,,3.4288171118396304,7790.25,2547.75
YER157W,COG3,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18376.75,18096.5,,1.015486420025972,7790.25,2547.75
YER157W,COG3,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,11498.0,1.0,,11498.0,7790.25,2547.75
YER157W,COG3,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4117.5,17595.75,,0.2340053706150633,7790.25,2547.75
YER157W,COG3,S.kudriavzevii,A,No,Skud_16.75,,,8838.25,,,8838.25,7790.25,2547.75
YER157W,COG3,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,6196.5,16098.5,,0.3849116377302233,7790.25,2547.75
YER157W,COG3,S.mikatae,A,No,Smik_6.409,,,10450.25,,,10450.25,7790.25,2547.75
YER157W,COG3,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,742.0,23288.75,,0.03186087703290215,7790.25,2547.75
YER157W,COG3,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,17618.5,1.0,7790.25,2547.75
YER157W,COG3,T.delbrueckii,Anc,No,,,TDEL0E05230,,,27421.75,1.0,7790.25,2547.75
YER157W,COG3,S.bayanusvar.uvarum,A,No,Suva_16.102,,,13018.0,,,13018.0,7790.25,2547.75
YER157W,COG3,C.glabrata,B,No,,CAGL0H03553g,,,14301.5,,6.992273537740796e-05,7790.25,2547.75
YER157W,COG3,S.cerevisiae,A,No,YPL204W,,,7791.25,,,7791.25,7790.25,2547.75
YPR105C,COG4,S.cerevisiae,A,No,YPL204W,,,4738.75,,,4738.75,4737.75,3275.5
YPR105C,COG4,C.glabrata,B,No,,CAGL0H03553g,,,3513.75,,0.00028459622909996445,4737.75,3275.5
YPR105C,COG4,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3667.0,2650.5,,1.3835125448028673,4737.75,3275.5
YPR105C,COG4,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,3754.25,3427.5,,1.0953318745441283,4737.75,3275.5
YPR105C,COG4,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,3275.5,3275.5,3275.5,1.0,4737.75,3275.5
YPR105C,COG4,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,386.0,14523.25,,0.026578073089700997,4737.75,3275.5
YPR105C,COG4,S.kudriavzevii,A,No,Skud_16.75,,,3987.5,,,3987.5,4737.75,3275.5
YPR105C,COG4,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,373.0,11223.75,,0.03323309945428221,4737.75,3275.5
YPR105C,COG4,S.mikatae,A,No,Smik_6.409,,,5150.5,,,5150.5,4737.75,3275.5
YPR105C,COG4,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,4946.0,313.0,,15.801916932907348,4737.75,3275.5
YPR105C,COG4,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,4511.25,1.0,,4511.25,4737.75,3275.5
YPR105C,COG4,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,1529.5,1622.25,,0.9428263214670982,4737.75,3275.5
YPR105C,COG4,S.bayanusvar.uvarum,A,No,Suva_16.102,,,3902.5,,,3902.5,4737.75,3275.5
YPR105C,COG4,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,7803.75,1.0,4737.75,3275.5
YPR105C,COG4,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13863.0,1.0,4737.75,3275.5
YNL041C,COG6,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,9502.5,19814.5,,0.47957303994549444,8317.25,1581.25
YNL041C,COG6,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,17821.75,5002.25,,3.56274676395622,8317.25,1581.25
YNL041C,COG6,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,2235.5,23299.25,,0.09594729444080818,8317.25,1581.25
YNL041C,COG6,S.mikatae,A,No,Smik_6.409,,,12894.5,,,12894.5,8317.25,1581.25
YNL041C,COG6,T.delbrueckii,Anc,No,,,TDEL0E05230,,,30646.75,1.0,8317.25,1581.25
YNL041C,COG6,C.glabrata,B,No,,CAGL0H03553g,,,14947.25,,6.690193848366757e-05,8317.25,1581.25
YNL041C,COG6,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,20725.75,27601.0,,0.7509057642839028,8317.25,1581.25
YNL041C,COG6,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,1581.25,1581.25,1581.25,1.0,8317.25,1581.25
YNL041C,COG6,S.kudriavzevii,A,No,Skud_16.75,,,8744.5,,,8744.5,8317.25,1581.25
YNL041C,COG6,S.cerevisiae,A,No,YPL204W,,,8318.25,,,8318.25,8317.25,1581.25
YNL041C,COG6,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3958.5,19836.75,,0.19955385836893644,8317.25,1581.25
YNL041C,COG6,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,12659.25,2321.25,,5.453634894991922,8317.25,1581.25
YNL041C,COG6,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3917.0,24944.5,,0.1570286034997695,8317.25,1581.25
YNL041C,COG6,S.bayanusvar.uvarum,A,No,Suva_16.102,,,14434.5,,,14434.5,8317.25,1581.25
YNL041C,COG6,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,20624.5,1.0,8317.25,1581.25
YOR042W,CUE5,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,18066.5,14734.75,,1.2261151359880555,3703.0,524.0
YOR042W,CUE5,S.cerevisiae,A,No,YPL204W,,,3704.0,,,3704.0,3703.0,524.0
YOR042W,CUE5,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,20245.25,50231.25,,0.40304093567251464,3703.0,524.0
YOR042W,CUE5,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,4933.0,15914.5,,0.30996889628954727,3703.0,524.0
YOR042W,CUE5,S.kudriavzevii,A,No,Skud_16.75,,,4705.0,,,4705.0,3703.0,524.0
YOR042W,CUE5,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,2058.0,9785.0,,0.2103219213081247,3703.0,524.0
YOR042W,CUE5,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,6542.25,1.0,3703.0,524.0
YOR042W,CUE5,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,183.5,3114.0,,0.05892742453436095,3703.0,524.0
YOR042W,CUE5,T.delbrueckii,Anc,No,,,TDEL0E05230,,,29733.5,1.0,3703.0,524.0
YOR042W,CUE5,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3614.5,15583.0,,0.23195148559327472,3703.0,524.0
YOR042W,CUE5,S.mikatae,A,No,Smik_6.409,,,5986.25,,,5986.25,3703.0,524.0
YOR042W,CUE5,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,6587.25,5593.5,,1.1776615714668812,3703.0,524.0
YOR042W,CUE5,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,524.0,524.0,524.0,1.0,3703.0,524.0
YOR042W,CUE5,S.bayanusvar.uvarum,A,No,Suva_16.102,,,6274.5,,,6274.5,3703.0,524.0
YOR042W,CUE5,C.glabrata,B,No,,CAGL0H03553g,,,3795.5,,0.00026346989856408903,3703.0,524.0
YNL118C,DCP2,S.kudriavzevii,A,No,Skud_16.75,,,17482.5,,,17482.5,28709.25,5976.0
YNL118C,DCP2,S.mikatae,A,No,Smik_6.409,,,21705.75,,,21705.75,28709.25,5976.0
YNL118C,DCP2,S.bayanusvar.uvarum,A,No,Suva_16.102,,,34344.5,,,34344.5,28709.25,5976.0
YNL118C,DCP2,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3998.5,5240.5,,0.7629997137677702,28709.25,5976.0
YNL118C,DCP2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,2327.0,6707.0,,0.3469509467720292,28709.25,5976.0
YNL118C,DCP2,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,5681.25,7559.0,,0.7515875115756052,28709.25,5976.0
YNL118C,DCP2,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5271.5,15174.0,,0.3474034532753394,28709.25,5976.0
YNL118C,DCP2,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5345.25,8180.5,,0.6534136055253347,28709.25,5976.0
YNL118C,DCP2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5847.5,3495.25,,1.6729847650382663,28709.25,5976.0
YNL118C,DCP2,T.delbrueckii,Anc,No,,,TDEL0E05230,,,12018.25,1.0,28709.25,5976.0
YNL118C,DCP2,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,6332.0,4403.25,,1.4380287287798785,28709.25,5976.0
YNL118C,DCP2,C.glabrata,B,No,,CAGL0H03553g,,,4322.0,,0.00023137436372049977,28709.25,5976.0
YNL118C,DCP2,S.cerevisiae,A,No,YPL204W,,,28710.25,,,28710.25,28709.25,5976.0
YNL118C,DCP2,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5976.0,5976.0,5976.0,1.0,28709.25,5976.0
YNL118C,DCP2,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,5278.5,1.0,28709.25,5976.0
YMR173W,DDR48,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,17438.5,6683.0,,2.6093820140655395,8831.25,5433.0
YMR173W,DDR48,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,3885.5,11589.0,,0.33527482957977395,8831.25,5433.0
YMR173W,DDR48,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,4159.5,7397.0,,0.5623225632012978,8831.25,5433.0
YMR173W,DDR48,C.glabrata,B,No,,CAGL0H03553g,,,2499.75,,0.00040004000400040005,8831.25,5433.0
YMR173W,DDR48,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5621.5,11420.75,,0.49221811177024277,8831.25,5433.0
YMR173W,DDR48,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,4819.75,5811.5,,0.8293469844274284,8831.25,5433.0
YMR173W,DDR48,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,5433.0,5433.0,5433.0,1.0,8831.25,5433.0
YMR173W,DDR48,S.mikatae,A,No,Smik_6.409,,,7622.75,,,7622.75,8831.25,5433.0
YMR173W,DDR48,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4431.75,1.0,8831.25,5433.0
YMR173W,DDR48,S.cerevisiae,A,No,YPL204W,,,8832.25,,,8832.25,8831.25,5433.0
YMR173W,DDR48,N.dairenensis,AB,A,,NDAI0I01070,,,11063.75,,9.038526720144616e-05,8831.25,5433.0
YMR173W,DDR48,S.kudriavzevii,A,A,Skud_16.75,,,3324.25,,,3324.25,8831.25,5433.0
YMR173W,DDR48,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,11454.0,3535.0,,3.24016973125884,8831.25,5433.0
YMR173W,DDR48,S.bayanusvar.uvarum,A,No,Suva_16.102,,,9813.0,,,9813.0,8831.25,5433.0
YMR173W,DDR48,T.delbrueckii,Anc,No,,,TDEL0E05230,,,13329.0,1.0,8831.25,5433.0
YKL054C,DEF1,Z.rouxii,Anc,No,,,ZYRO0G08866g,,,4540.75,1.0,6651.25,4915.5
YKL054C,DEF1,K.africana,AB,No,KAFR0K00320,KAFR0C02290,,9504.25,5235.75,,1.8152604688917537,6651.25,4915.5
YKL054C,DEF1,K.naganishii,AB,No,KNAG0D01130,KNAG0F01980,,5354.0,6299.0,,0.849976186696301,6651.25,4915.5
YKL054C,DEF1,T.phaffii,AB,No,TPHA0E02830,TPHA0J02370,,8695.25,5303.25,,1.6396077876773676,6651.25,4915.5
YKL054C,DEF1,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,4113.5,9828.5,,0.4185277509284224,6651.25,4915.5
YKL054C,DEF1,N.castellii,AB,No,NCAS0A01090,NCAS0D03820,,3472.5,3951.75,,0.878724615676599,6651.25,4915.5
YKL054C,DEF1,S.bayanusvar.uvarum,A,No,Suva_16.102,,,4425.0,,,4425.0,6651.25,4915.5
YKL054C,DEF1,T.delbrueckii,Anc,No,,,TDEL0E05230,,,9974.0,1.0,6651.25,4915.5
YKL054C,DEF1,S.cerevisiae,A,No,YPL204W,,,6652.25,,,6652.25,6651.25,4915.5
YKL054C,DEF1,T.blattae,AB,No,TBLA0A02040,TBLA0B05310,,5234.25,8027.25,,0.6520601700457815,6651.25,4915.5
YKL054C,DEF1,Vehicle,Vehicle,No,Vehicle,Vehicle,Vehicle,4915.5,4915.5,4915.5,1.0,6651.25,4915.5
YKL054C,DEF1,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,5310.75,4121.0,,1.2887041980101916,6651.25,4915.5
YKL054C,DEF1,S.kudriavzevii,A,No,Skud_16.75,,,5973.0,,,5973.0,6651.25,4915.5
YKL054C,DEF1,C.glabrata,B,No,,CAGL0H03553g,,,4325.75,,0.00023117378489279317,6651.25,4915.5
YKL054C,DEF1,S.mikatae,A,No,Smik_6.409,,,5758.25,,,5758.25,6651.25,4915.5
YDR068W,DOS2,N.dairenensis,AB,No,NDAI0F01640,NDAI0I01070,,3634.0,18930.75,,0.19196281182731798,8460.5,5507.0
YDR068W,DOS2,V.polyspora,AB,No,Kpol_1002.53,Kpol_1033.51,,7869.0,4853.25,,1.6213877298717354,8460.5,5507.0
