Miniarray.ORF,Construct_ID,mean,sd,N,Construct,GeneID,MSA_order,Phylo_order,Array_order,Species,Gene,Pos,Species_position,Miniarray.Gene,Protein.Removed
CHC1,pKB11.26.YGL206C,6250,89.80256121,2,pKB11,26,26,26,19,Vehicle,Vehicle,,Vehicle,YGL206C,0
CHC1,pKB11.22.YGL206C,3105.5,1998.283764,2,pKB11,22,22,23,19,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YGL206C,0
CHC1,pKB11.6.YGL206C,77548.5,618.0113268,2,pKB11,6,13,19,19,T.blattae,TBLA0B05310,B,T.phaffii(B),YGL206C,0
CHC1,pKB11.9.YGL206C,46618.5,2630.437226,2,pKB11,9,5,20,19,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YGL206C,0
CHC1,pKB11.5.YGL206C,37097.5,5714.837006,2,pKB11,5,15,11,19,K.africana,KAFR0C02290,B,C.glabrata(B),YGL206C,0
CHC1,pKB11.2.YGL206C,82708,8246.986389,2,pKB11,2,16,10,19,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YGL206C,0
CHC1,pKB11.19.YGL206C,69508.25,123.3901333,2,pKB11,19,10,9,19,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YGL206C,0
CHC1,pKB11.15.YGL206C,49110,7726.555798,2,pKB11,15,8,7,19,N.castellii,NCAS0D03820,B,T.blattae(B),YGL206C,0
CHC1,pKB11.25.YGL206C,26085,710.6423151,2,pKB11,25,4,1,19,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YGL206C,0
CHC1,pKB11.24.YGL206C,3748.5,NA,1,pKB11,24,24,25,19,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YGL206C,0
CHC1,pKB11.23.YGL206C,8390.5,3186.930263,2,pKB11,23,23,24,19,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YGL206C,0
CHC1,pKB11.1.YGL206C,49312.75,4261.379017,2,pKB11,1,1,2,19,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YGL206C,0
CHC1,pKB11.16.YGL206C,10619.75,2087.732771,2,pKB11,16,11,15,19,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YGL206C,0
CMK2,pKB11.2.YOL016C,8907,535.9869401,2,pKB11,2,16,10,2,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YOL016C,0
CMK2,pKB11.25.YOL016C,5187.5,843.57839,2,pKB11,25,4,1,2,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YOL016C,0
CMK2,pKB11.19.YOL016C,5518.5,1950.200503,2,pKB11,19,10,9,2,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YOL016C,0
CMK2,pKB11.13.YOL016C,2836.75,3117.280245,2,pKB11,13,18,6,2,N.castellii,NCAS0A01090,A,K.africana(B),YOL016C,0
CMK2,pKB11.4.YOL016C,4308.75,123.3901333,2,pKB11,4,2,3,2,S.kudriavzevii,Skud_16.75,A,K.africana(A),YOL016C,0
CMK2,pKB11.21.YOL016C,14413.25,543.4115613,2,pKB11,21,21,22,2,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YOL016C,0
CMK2,pKB11.20.YOL016C,6054.25,908.9857672,2,pKB11,20,12,16,2,T.phaffii,TPHA0E02830,A,V.polyspora(B),YOL016C,0
CMK2,pKB11.16.YOL016C,1725.5,2352.544261,2,pKB11,16,11,15,2,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YOL016C,0
CMK2,pKB11.11.YOL016C,5631.75,445.1237188,2,pKB11,11,9,13,2,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YOL016C,0
CMK2,pKB11.23.YOL016C,60.5,NA,1,pKB11,23,23,24,2,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YOL016C,0
CMK2,pKB11.22.YOL016C,325,NA,1,pKB11,22,22,23,2,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YOL016C,0
CMK2,pKB11.18.YOL016C,4533,560.7356775,2,pKB11,18,20,17,2,T.phaffii,TPHA0J02370,B,N.castellii(B),YOL016C,0
CMK2,pKB11.8.YOL016C,5105.25,651.5988989,2,pKB11,8,17,12,2,K.naganishii,KNAG0D01130,A,K.naganishii(B),YOL016C,0
CMK2,pKB11.6.YOL016C,5663,173.9482682,2,pKB11,6,13,19,2,T.blattae,TBLA0B05310,B,T.phaffii(B),YOL016C,0
CMK2,pKB11.17.YOL016C,3158,NA,1,pKB11,17,19,8,2,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YOL016C,0
CMK2,pKB11.7.YOL016C,5092.5,738.2194796,2,pKB11,7,3,4,2,S.mikatae,Smik_6.409,A,T.blattae(A),YOL016C,0
CMK2,pKB11.24.YOL016C,3051,2236.578749,2,pKB11,24,24,25,2,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YOL016C,0
CMK2,pKB11.15.YOL016C,4743.5,229.1025971,2,pKB11,15,8,7,2,N.castellii,NCAS0D03820,B,T.blattae(B),YOL016C,0
CMK2,pKB11.5.YOL016C,5551.5,1163.897762,2,pKB11,5,15,11,2,K.africana,KAFR0C02290,B,C.glabrata(B),YOL016C,0
CMK2,pKB11.10.YOL016C,2160.5,2609.224023,2,pKB11,10,7,5,2,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YOL016C,0
CMK2,pKB11.9.YOL016C,4007.25,445.1237188,2,pKB11,9,5,20,2,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YOL016C,0
CMK2,pKB11.14.YOL016C,5311.5,955.3012614,2,pKB11,14,14,14,2,V.polyspora,Kpol_1002.53,A,N.castellii(A),YOL016C,0
CMK2,pKB11.12.YOL016C,5562.5,1358.352127,2,pKB11,12,6,21,2,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YOL016C,0
CMK2,pKB11.1.YOL016C,4344.5,304.7630227,2,pKB11,1,1,2,2,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YOL016C,0
CMK2,pKB11.3.YOL016C,4255,77.78174593,2,pKB11,3,25,18,2,T.blattae,TBLA0A02040,A,N.dairenensis(A),YOL016C,0
CMK2,pKB11.26.YOL016C,4161,106.773124,2,pKB11,26,26,26,2,Vehicle,Vehicle,,Vehicle,YOL016C,0
COG1,pKB11.17.YGL223C,2188.75,2625.841032,2,pKB11,17,19,8,43,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YGL223C,0
COG1,pKB11.8.YGL223C,4686.75,1738.422022,2,pKB11,8,17,12,43,K.naganishii,KNAG0D01130,A,K.naganishii(B),YGL223C,0
COG1,pKB11.7.YGL223C,7934,515.4808435,2,pKB11,7,3,4,43,S.mikatae,Smik_6.409,A,T.blattae(A),YGL223C,0
COG1,pKB11.5.YGL223C,3773.25,795.1415754,2,pKB11,5,15,11,43,K.africana,KAFR0C02290,B,C.glabrata(B),YGL223C,0
COG1,pKB11.20.YGL223C,4741,439.1133111,2,pKB11,20,12,16,43,T.phaffii,TPHA0E02830,A,V.polyspora(B),YGL223C,0
COG1,pKB11.22.YGL223C,691.75,978.2822318,2,pKB11,22,22,23,43,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YGL223C,0
COG1,pKB11.6.YGL223C,3129.5,2319.310242,2,pKB11,6,13,19,43,T.blattae,TBLA0B05310,B,T.phaffii(B),YGL223C,0
COG1,pKB11.4.YGL223C,5665,151.3208512,2,pKB11,4,2,3,43,S.kudriavzevii,Skud_16.75,A,K.africana(A),YGL223C,0
COG1,pKB11.19.YGL223C,13393.75,181.3728894,2,pKB11,19,10,9,43,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YGL223C,0
COG1,pKB11.1.YGL223C,6174.5,2640.336721,2,pKB11,1,1,2,43,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YGL223C,0
COG1,pKB11.2.YGL223C,6711,1523.108007,2,pKB11,2,16,10,43,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YGL223C,0
COG1,pKB11.12.YGL223C,11584.75,3994.79976,2,pKB11,12,6,21,43,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YGL223C,0
COG1,pKB11.14.YGL223C,4963.25,574.5242597,2,pKB11,14,14,14,43,V.polyspora,Kpol_1002.53,A,N.castellii(A),YGL223C,0
COG1,pKB11.24.YGL223C,3907.5,NA,1,pKB11,24,24,25,43,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YGL223C,0
COG1,pKB11.18.YGL223C,4127.75,495.3283002,2,pKB11,18,20,17,43,T.phaffii,TPHA0J02370,B,N.castellii(B),YGL223C,0
COG1,pKB11.16.YGL223C,4376,555.0788232,2,pKB11,16,11,15,43,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YGL223C,0
COG1,pKB11.3.YGL223C,4949,302.6417023,2,pKB11,3,25,18,43,T.blattae,TBLA0A02040,A,N.dairenensis(A),YGL223C,0
COG1,pKB11.25.YGL223C,4517.5,3290.167853,2,pKB11,25,4,1,43,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YGL223C,0
COG1,pKB11.9.YGL223C,5108.5,818.1225458,2,pKB11,9,5,20,43,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YGL223C,0
COG1,pKB11.10.YGL223C,5308.5,NA,1,pKB11,10,7,5,43,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YGL223C,0
COG1,pKB11.15.YGL223C,11655.75,643.8207243,2,pKB11,15,8,7,43,N.castellii,NCAS0D03820,B,T.blattae(B),YGL223C,0
COG1,pKB11.13.YGL223C,563.5,796.9093424,2,pKB11,13,18,6,43,N.castellii,NCAS0A01090,A,K.africana(B),YGL223C,0
COG1,pKB11.21.YGL223C,4109,NA,1,pKB11,21,21,22,43,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YGL223C,0
COG1,pKB11.26.YGL223C,130.5,NA,1,pKB11,26,26,26,43,Vehicle,Vehicle,,Vehicle,YGL223C,0
COG1,pKB11.11.YGL223C,2726.75,3856.206831,2,pKB11,11,9,13,43,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YGL223C,0
COG3,pKB11.22.YER157W,1994.25,2820.295397,2,pKB11,22,22,23,44,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YER157W,0
COG3,pKB11.17.YER157W,3331.25,35.00178567,2,pKB11,17,19,8,44,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YER157W,0
COG3,pKB11.26.YER157W,2547.75,2973.030461,2,pKB11,26,26,26,44,Vehicle,Vehicle,,Vehicle,YER157W,0
COG3,pKB11.16.YER157W,4650.75,242.1840726,2,pKB11,16,11,15,44,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YER157W,0
COG3,pKB11.2.YER157W,18375.75,2117.431256,2,pKB11,2,16,10,44,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YER157W,0
COG3,pKB11.18.YER157W,0,NA,1,pKB11,18,20,17,44,T.phaffii,TPHA0J02370,B,N.castellii(B),YER157W,0
COG3,pKB11.20.YER157W,11497,328.8046533,2,pKB11,20,12,16,44,T.phaffii,TPHA0E02830,A,V.polyspora(B),YER157W,0
COG3,pKB11.3.YER157W,4116.5,582.6559877,2,pKB11,3,25,18,44,T.blattae,TBLA0A02040,A,N.dairenensis(A),YER157W,0
COG3,pKB11.6.YER157W,17594.75,2550.887713,2,pKB11,6,13,19,44,T.blattae,TBLA0B05310,B,T.phaffii(B),YER157W,0
COG3,pKB11.4.YER157W,8837.25,64.70027048,2,pKB11,4,2,3,44,S.kudriavzevii,Skud_16.75,A,K.africana(A),YER157W,0
COG3,pKB11.23.YER157W,314,NA,1,pKB11,23,23,24,44,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YER157W,0
COG3,pKB11.8.YER157W,6195.5,2835.498193,2,pKB11,8,17,12,44,K.naganishii,KNAG0D01130,A,K.naganishii(B),YER157W,0
COG3,pKB11.7.YER157W,10449.25,1167.786849,2,pKB11,7,3,4,44,S.mikatae,Smik_6.409,A,T.blattae(A),YER157W,0
COG3,pKB11.5.YER157W,18095.5,1943.129435,2,pKB11,5,15,11,44,K.africana,KAFR0C02290,B,C.glabrata(B),YER157W,0
COG3,pKB11.15.YER157W,23287.75,3666.702214,2,pKB11,15,8,7,44,N.castellii,NCAS0D03820,B,T.blattae(B),YER157W,0
COG3,pKB11.9.YER157W,17618.5,2810.042348,2,pKB11,9,5,20,44,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YER157W,0
COG3,pKB11.11.YER157W,16097.5,881.0550494,2,pKB11,11,9,13,44,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YER157W,0
COG3,pKB11.14.YER157W,15949,3943.534519,2,pKB11,14,14,14,44,V.polyspora,Kpol_1002.53,A,N.castellii(A),YER157W,0
COG3,pKB11.19.YER157W,25836,868.3271273,2,pKB11,19,10,9,44,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YER157W,0
COG3,pKB11.24.YER157W,5362.5,NA,1,pKB11,24,24,25,44,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YER157W,0
COG3,pKB11.12.YER157W,27421.75,2883.2279,2,pKB11,12,6,21,44,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YER157W,0
COG3,pKB11.1.YER157W,13017,211.4249276,2,pKB11,1,1,2,44,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YER157W,0
COG3,pKB11.13.YER157W,741,NA,1,pKB11,13,18,6,44,N.castellii,NCAS0A01090,A,K.africana(B),YER157W,0
COG3,pKB11.10.YER157W,14300.5,1358.352127,2,pKB11,10,7,5,44,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YER157W,0
COG3,pKB11.25.YER157W,7790.25,2158.44345,2,pKB11,25,4,1,44,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YER157W,0
COG3,pKB11.21.YER157W,3795.5,NA,1,pKB11,21,21,22,44,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YER157W,0
COG4,pKB11.21.YPR105C,3562.5,391.03005,2,pKB11,21,21,22,45,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YPR105C,0
COG4,pKB11.25.YPR105C,4737.75,1940.654561,2,pKB11,25,4,1,45,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YPR105C,0
COG4,pKB11.10.YPR105C,3512.75,1584.97985,2,pKB11,10,7,5,45,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YPR105C,0
COG4,pKB11.3.YPR105C,3666,958.8367953,2,pKB11,3,25,18,45,T.blattae,TBLA0A02040,A,N.dairenensis(A),YPR105C,0
COG4,pKB11.14.YPR105C,3753.25,734.3303923,2,pKB11,14,14,14,45,V.polyspora,Kpol_1002.53,A,N.castellii(A),YPR105C,0
COG4,pKB11.26.YPR105C,3275.5,NA,1,pKB11,26,26,26,45,Vehicle,Vehicle,,Vehicle,YPR105C,0
COG4,pKB11.22.YPR105C,1233.25,1657.811848,2,pKB11,22,22,23,45,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YPR105C,0
COG4,pKB11.19.YPR105C,14522.25,1857.923068,2,pKB11,19,10,9,45,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YPR105C,0
COG4,pKB11.4.YPR105C,3986.5,449.7199128,2,pKB11,4,2,3,45,S.kudriavzevii,Skud_16.75,A,K.africana(A),YPR105C,0
COG4,pKB11.13.YPR105C,372,NA,1,pKB11,13,18,6,45,N.castellii,NCAS0A01090,A,K.africana(B),YPR105C,0
COG4,pKB11.6.YPR105C,2649.5,NA,1,pKB11,6,13,19,45,T.blattae,TBLA0B05310,B,T.phaffii(B),YPR105C,0
COG4,pKB11.7.YPR105C,5149.5,1001.970309,2,pKB11,7,3,4,45,S.mikatae,Smik_6.409,A,T.blattae(A),YPR105C,0
COG4,pKB11.5.YPR105C,312,NA,1,pKB11,5,15,11,45,K.africana,KAFR0C02290,B,C.glabrata(B),YPR105C,0
COG4,pKB11.18.YPR105C,0,NA,1,pKB11,18,20,17,45,T.phaffii,TPHA0J02370,B,N.castellii(B),YPR105C,0
COG4,pKB11.11.YPR105C,1621.25,1752.564157,2,pKB11,11,9,13,45,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YPR105C,0
COG4,pKB11.15.YPR105C,11222.75,2215.719099,2,pKB11,15,8,7,45,N.castellii,NCAS0D03820,B,T.blattae(B),YPR105C,0
COG4,pKB11.16.YPR105C,3426.5,NA,1,pKB11,16,11,15,45,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YPR105C,0
COG4,pKB11.8.YPR105C,1528.5,1895.75328,2,pKB11,8,17,12,45,K.naganishii,KNAG0D01130,A,K.naganishii(B),YPR105C,0
COG4,pKB11.2.YPR105C,4945,234.0523446,2,pKB11,2,16,10,45,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YPR105C,0
COG4,pKB11.1.YPR105C,3901.5,608.8189386,2,pKB11,1,1,2,45,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YPR105C,0
COG4,pKB11.9.YPR105C,7803.75,841.810623,2,pKB11,9,5,20,45,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YPR105C,0
COG4,pKB11.17.YPR105C,385,NA,1,pKB11,17,19,8,45,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YPR105C,0
COG4,pKB11.12.YPR105C,13863,763.6753237,2,pKB11,12,6,21,45,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YPR105C,0
COG4,pKB11.20.YPR105C,4510.25,539.8760274,2,pKB11,20,12,16,45,T.phaffii,TPHA0E02830,A,V.polyspora(B),YPR105C,0
COG6,pKB11.8.YNL041C,9501.5,2008.183259,2,pKB11,8,17,12,46,K.naganishii,KNAG0D01130,A,K.naganishii(B),YNL041C,0
COG6,pKB11.24.YNL041C,4197.75,851.0030112,2,pKB11,24,24,25,46,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YNL041C,0
COG6,pKB11.16.YNL041C,5001.25,638.8709768,2,pKB11,16,11,15,46,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YNL041C,0
COG6,pKB11.15.YNL041C,23298.25,616.2435598,2,pKB11,15,8,7,46,N.castellii,NCAS0D03820,B,T.blattae(B),YNL041C,0
COG6,pKB11.7.YNL041C,12893.5,2653.77175,2,pKB11,7,3,4,46,S.mikatae,Smik_6.409,A,T.blattae(A),YNL041C,0
COG6,pKB11.14.YNL041C,17820.75,545.5328817,2,pKB11,14,14,14,46,V.polyspora,Kpol_1002.53,A,N.castellii(A),YNL041C,0
COG6,pKB11.21.YNL041C,0,0,2,pKB11,21,21,22,46,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YNL041C,0
COG6,pKB11.12.YNL041C,30646.75,4667.965416,2,pKB11,12,6,21,46,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YNL041C,0
COG6,pKB11.13.YNL041C,2234.5,2259.206166,2,pKB11,13,18,6,46,N.castellii,NCAS0A01090,A,K.africana(B),YNL041C,0
COG6,pKB11.10.YNL041C,14946.25,1019.294425,2,pKB11,10,7,5,46,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YNL041C,0
COG6,pKB11.5.YNL041C,27600,1524.52222,2,pKB11,5,15,11,46,K.africana,KAFR0C02290,B,C.glabrata(B),YNL041C,0
COG6,pKB11.26.YNL041C,1581.25,634.6283361,2,pKB11,26,26,26,46,Vehicle,Vehicle,,Vehicle,YNL041C,0
COG6,pKB11.4.YNL041C,8743.5,3879.187802,2,pKB11,4,2,3,46,S.kudriavzevii,Skud_16.75,A,K.africana(A),YNL041C,0
COG6,pKB11.25.YNL041C,8317.25,1295.06607,2,pKB11,25,4,1,46,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YNL041C,0
COG6,pKB11.11.YNL041C,19813.5,3952.726907,2,pKB11,11,9,13,46,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YNL041C,0
COG6,pKB11.6.YNL041C,19835.75,734.3303923,2,pKB11,6,13,19,46,T.blattae,TBLA0B05310,B,T.phaffii(B),YNL041C,0
COG6,pKB11.2.YNL041C,20724.75,1118.996481,2,pKB11,2,16,10,46,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YNL041C,0
COG6,pKB11.18.YNL041C,2320.25,3281.329018,2,pKB11,18,20,17,46,T.phaffii,TPHA0J02370,B,N.castellii(B),YNL041C,0
COG6,pKB11.3.YNL041C,3957.5,5323.806956,2,pKB11,3,25,18,46,T.blattae,TBLA0A02040,A,N.dairenensis(A),YNL041C,0
COG6,pKB11.20.YNL041C,12658.25,1053.235551,2,pKB11,20,12,16,46,T.phaffii,TPHA0E02830,A,V.polyspora(B),YNL041C,0
COG6,pKB11.19.YNL041C,24943.5,1395.121679,2,pKB11,19,10,9,46,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YNL041C,0
COG6,pKB11.1.YNL041C,14433.5,342.2396821,2,pKB11,1,1,2,46,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YNL041C,0
COG6,pKB11.23.YNL041C,468.5,NA,1,pKB11,23,23,24,46,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YNL041C,0
COG6,pKB11.22.YNL041C,0,NA,1,pKB11,22,22,23,46,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YNL041C,0
COG6,pKB11.9.YNL041C,20624.5,1301.076477,2,pKB11,9,5,20,46,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YNL041C,0
COG6,pKB11.17.YNL041C,3916,NA,1,pKB11,17,19,8,46,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YNL041C,0
CUE5,pKB11.5.YOR042W,14733.75,8904.949249,2,pKB11,5,15,11,112,K.africana,KAFR0C02290,B,C.glabrata(B),YOR042W,0
CUE5,pKB11.2.YOR042W,18065.5,642.0529573,2,pKB11,2,16,10,112,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YOR042W,0
CUE5,pKB11.25.YOR042W,3703,3264.004902,2,pKB11,25,4,1,112,S.cerevisiae,YPL204W,A,S.cerevisiae(A),YOR042W,0
CUE5,pKB11.18.YOR042W,50230.25,5891.260147,2,pKB11,18,20,17,112,T.phaffii,TPHA0J02370,B,N.castellii(B),YOR042W,0
CUE5,pKB11.6.YOR042W,15913.5,846.4068171,2,pKB11,6,13,19,112,T.blattae,TBLA0B05310,B,T.phaffii(B),YOR042W,0
CUE5,pKB11.4.YOR042W,4704,NA,1,pKB11,4,2,3,112,S.kudriavzevii,Skud_16.75,A,K.africana(A),YOR042W,0
CUE5,pKB11.20.YOR042W,20244.25,1001.616756,2,pKB11,20,12,16,112,T.phaffii,TPHA0E02830,A,V.polyspora(B),YOR042W,0
CUE5,pKB11.8.YOR042W,2057,2464.267132,2,pKB11,8,17,12,112,K.naganishii,KNAG0D01130,A,K.naganishii(B),YOR042W,0
CUE5,pKB11.9.YOR042W,6542.25,2303.40034,2,pKB11,9,5,20,112,Z.rouxii,ZYRO0G08866g,Anc,N.dairenensis(B),YOR042W,0
CUE5,pKB11.15.YOR042W,3113,NA,1,pKB11,15,8,7,112,N.castellii,NCAS0D03820,B,T.blattae(B),YOR042W,0
CUE5,pKB11.12.YOR042W,29733.5,1577.555229,2,pKB11,12,6,21,112,T.delbrueckii,TDEL0E05230,Anc,T.phaffii(A),YOR042W,0
CUE5,pKB11.17.YOR042W,3613.5,NA,1,pKB11,17,19,8,112,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YOR042W,0
CUE5,pKB11.7.YOR042W,5985.25,418.9607679,2,pKB11,7,3,4,112,S.mikatae,Smik_6.409,A,T.blattae(A),YOR042W,0
CUE5,pKB11.21.YOR042W,26522,5388.153673,2,pKB11,21,21,22,112,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YOR042W,0
CUE5,pKB11.19.YOR042W,15582,1514.622725,2,pKB11,19,10,9,112,N.dairenensis,NDAI0I01070,B,K.naganishii(A),YOR042W,0
CUE5,pKB11.14.YOR042W,6586.25,2377.646552,2,pKB11,14,14,14,112,V.polyspora,Kpol_1002.53,A,N.castellii(A),YOR042W,0
CUE5,pKB11.26.YOR042W,524,NA,1,pKB11,26,26,26,112,Vehicle,Vehicle,,Vehicle,YOR042W,0
CUE5,pKB11.16.YOR042W,5592.5,NA,1,pKB11,16,11,15,112,V.polyspora,Kpol_1033.51,B,V.polyspora(A),YOR042W,0
CUE5,pKB11.13.YOR042W,182.5,NA,1,pKB11,13,18,6,112,N.castellii,NCAS0A01090,A,K.africana(B),YOR042W,0
CUE5,pKB11.23.YOR042W,3687.5,NA,1,pKB11,23,23,24,112,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YOR042W,0
CUE5,pKB11.11.YOR042W,9784,6696.301218,2,pKB11,11,9,13,112,K.naganishii,KNAG0F01980,B,T.delbrueckii(Anc),YOR042W,0
CUE5,pKB11.1.YOR042W,6273.5,2940.149996,2,pKB11,1,1,2,112,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YOR042W,0
CUE5,pKB11.24.YOR042W,4530.5,NA,1,pKB11,24,24,25,112,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YOR042W,0
CUE5,pKB11.3.YOR042W,4932,NA,1,pKB11,3,25,18,112,T.blattae,TBLA0A02040,A,N.dairenensis(A),YOR042W,0
CUE5,pKB11.10.YOR042W,3794.5,NA,1,pKB11,10,7,5,112,C.glabrata,CAGL0H03553g,B,S.kudriavzevii(A),YOR042W,0
DCP2,pKB11.23.YNL118C,2916,3391.284123,2,pKB11,23,23,24,4,H. sapiens,CSNK1D,,H. sapiens(CSNK1D),YNL118C,0
DCP2,pKB11.4.YNL118C,17481.5,2049.902559,2,pKB11,4,2,3,4,S.kudriavzevii,Skud_16.75,A,K.africana(A),YNL118C,0
DCP2,pKB11.7.YNL118C,21704.75,2293.500845,2,pKB11,7,3,4,4,S.mikatae,Smik_6.409,A,T.blattae(A),YNL118C,0
DCP2,pKB11.1.YNL118C,34343.5,1687.15678,2,pKB11,1,1,2,4,S.bayanusvar.uvarum,Suva_16.102,A,S.bayanusvar.uvarum(A),YNL118C,0
DCP2,pKB11.13.YNL118C,3997.5,35.35533906,2,pKB11,13,18,6,4,N.castellii,NCAS0A01090,A,K.africana(B),YNL118C,0
DCP2,pKB11.24.YNL118C,4885.5,NA,1,pKB11,24,24,25,4,H. sapiens,CSNK1A1L,,H. sapiens(CSNK1A1L),YNL118C,0
DCP2,pKB11.15.YNL118C,5239.5,2155.968576,2,pKB11,15,8,7,4,N.castellii,NCAS0D03820,B,T.blattae(B),YNL118C,0
DCP2,pKB11.17.YNL118C,2326,NA,1,pKB11,17,19,8,4,N.dairenensis,NDAI0F01640,A,S.mikatae(A),YNL118C,0
DCP2,pKB11.22.YNL118C,2882.5,NA,1,pKB11,22,22,23,4,H. sapiens,CSNK1A1,,H. sapiens(CSNK1A1),YNL118C,0
DCP2,pKB11.2.YNL118C,5680.25,1069.499007,2,pKB11,2,16,10,4,K.africana,KAFR0K00320,A,Z.rouxii(Anc),YNL118C,0
DCP2,pKB11.3.YNL118C,5270.5,774.2819254,2,pKB11,3,25,18,4,T.blattae,TBLA0A02040,A,N.dairenensis(A),YNL118C,0
DCP2,pKB11.6.YNL118C,15173,1274.913526,2,pKB11,6,13,19,4,T.blattae,TBLA0B05310,B,T.phaffii(B),YNL118C,0
DCP2,pKB11.21.YNL118C,4940,426.3853891,2,pKB11,21,21,22,4,H. sapiens,CSNK1E,,H. sapiens(CSNK1E),YNL118C,0
