,ID,Description,geneID,T.delbrueckii.Anc,V.polyspora.A,V.polyspora.B,S.bayanusvar.uvarum.A,S.mikatae.A,S.kudriavzevii.A,K.africana.A,K.africana.B,T.blattae.A,T.blattae.B,N.dairenensis.A,N.dairenensis.B,N.castellii.A,N.castellii.B,K.naganishii.A,K.naganishii.B,Z.rouxii.Anc,C.glabrata.B,T.phaffii.A,T.phaffii.B,S.cerevisiae.A
109,GO:0015629,actin cytoskeleton,ARC40/CHC1/PAN1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000554626,NA,NA,NA
110,GO:0016469,proton-transporting two-sector ATPase complex,VMA7/VMA8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.039397262,NA,NA,NA,NA,NA,NA,NA
111,GO:0016471,vacuolar proton-transporting V-type ATPase complex,VMA7/VMA8,NA,0.023026517,NA,0.023661731,NA,NA,NA,0.046354508,NA,NA,NA,0.029602572,NA,0.011313307,NA,NA,NA,NA,NA,NA,NA
112,GO:0030117,membrane coat,CHC1/RET2/SEC26,NA,NA,NA,NA,NA,NA,NA,0.02953992,NA,NA,NA,0.019687735,NA,NA,NA,NA,NA,NA,0.047842584,NA,NA
113,GO:0030117,membrane coat,CHC1/SFB3,NA,NA,NA,NA,0.046715288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,GO:0030120,vesicle coat,CHC1/RET2/SEC26,0.04560371,NA,NA,NA,NA,NA,NA,0.024053043,NA,0.043758521,NA,0.015727501,NA,NA,NA,0.042390071,NA,NA,0.040907628,NA,NA
115,GO:0030120,vesicle coat,CHC1/SFB3,NA,NA,NA,NA,0.044649187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,GO:0030135,coated vesicle,CHC1/RET2/SEC26/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042122962,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,GO:0030135,coated vesicle,CHC1/SFB3/SLA2,NA,NA,NA,NA,0.046715288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,GO:0030136,clathrin-coated vesicle,CHC1/SLA2,NA,NA,NA,NA,NA,0.040041564,NA,NA,NA,NA,NA,NA,NA,NA,0.029652985,NA,NA,0.01993823,NA,NA,0.045494803
119,GO:0030137,COPI-coated vesicle,RET2/SEC26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047421325,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,GO:0030427,site of polarized growth,AIM21/CAR1/CDC11/END3/HRR25/LAS17/MID2/MYO5/NAP1/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SSD1/SYP1/TPM2/VRP1,NA,NA,NA,NA,NA,NA,1.70E-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,GO:0030427,site of polarized growth,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SSD1/SYP1/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.70E-06,NA,NA
122,GO:0030427,site of polarized growth,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SSD1/TPM2,NA,NA,NA,NA,NA,NA,NA,0.000143367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,GO:0030427,site of polarized growth,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00489184,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,GO:0030427,site of polarized growth,CAP2/CAR1/END3/LAS17/MID2/MYO5/NAP1/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SSD1/SYP1/TPM2/VRP1,2.93E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,GO:0030427,site of polarized growth,CAR1/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SSD1/SYP1/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,GO:0030427,site of polarized growth,CAR1/END3/LAS17/MID2/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SSD1/SYP1/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.64E-05,NA,NA,NA,NA,NA
127,GO:0030427,site of polarized growth,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/SSD1/TPM2/VRP1,NA,NA,NA,9.21E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,GO:0030427,site of polarized growth,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SSD1/SYP1/TPM2,NA,5.27E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,GO:0030427,site of polarized growth,END3/MID2/PAN1/SLA2/SSD1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000112549,NA,NA,NA,NA,NA,NA
130,GO:0030427,site of polarized growth,END3/MID2/SLA1/SMI1/SSD1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006912922,NA,NA,NA,NA,NA,NA,NA
131,GO:0030427,site of polarized growth,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SSD1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000240636,NA,NA,NA,NA
132,GO:0030427,site of polarized growth,MID2/PAN1/SLA1/SLA2/SSD1/SYP1,NA,NA,NA,NA,NA,0.003509295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,GO:0030427,site of polarized growth,MID2/SFB3/SLA1/SLA2/SSD1,NA,NA,NA,NA,0.044649187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,GO:0030427,site of polarized growth,PAN1/SLA1/SLA2/SSD1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025082742
135,GO:0030479,actin cortical patch,AIM21/ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO5/PAN1/SAC6/SLA1/SLA2/SRV2/VRP1,NA,NA,NA,NA,NA,NA,1.29E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,GO:0030479,actin cortical patch,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23E-10,NA,NA,NA,NA,NA,NA,1.46E-09,NA,NA
137,GO:0030479,actin cortical patch,AIM21/ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,2.71E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,GO:0030479,actin cortical patch,ARC15/ARC35/ARC40/CAP2/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/VRP1,1.49E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,GO:0030479,actin cortical patch,ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81E-12,NA,NA,NA,NA,NA,2.99E-12,NA,NA,NA,NA,NA
140,GO:0030479,actin cortical patch,ARC15/ARC35/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,7.22E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2,NA,4.73E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/END3/PAN1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54E-08,NA,NA,NA,NA,NA,NA
143,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/END3/SLA1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.45E-06,NA,NA,NA,NA,NA,NA,NA
144,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38E-07,NA,NA,NA,NA
145,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/PAN1/SLA1/SLA2,NA,NA,NA,NA,NA,1.90E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21E-06
146,GO:0030479,actin cortical patch,ARC15/ARC40/CHC1/SLA1/SLA2,NA,NA,NA,NA,0.000398638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,GO:0030479,actin cortical patch,ARC40/CHC1/PAN1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000324085,NA,NA,NA
148,GO:0030658,transport vesicle membrane,CHC1/SFB3,NA,NA,NA,NA,0.040934174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,GO:0030659,cytoplasmic vesicle membrane,AKR1/CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1,0.009772048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,GO:0030659,cytoplasmic vesicle membrane,CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014951635,NA,NA
151,GO:0030659,cytoplasmic vesicle membrane,CHC1/END3/PAN1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.049844774,NA,NA,NA,NA,NA,NA
152,GO:0030659,cytoplasmic vesicle membrane,CHC1/END3/PAN1/RET2/SEC26/SLA1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013785685,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,GO:0030659,cytoplasmic vesicle membrane,CHC1/END3/PAN1/SFB3/SLA1,NA,NA,NA,0.01922459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,GO:0030659,cytoplasmic vesicle membrane,CHC1/MEH1/PAN1/RET2/SEC26/SLA1,NA,NA,NA,NA,NA,NA,NA,0.024053043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,GO:0030660,Golgi-associated vesicle membrane,CHC1/RET2/SEC26,0.013765544,NA,NA,NA,NA,NA,0.022768903,0.00615936,NA,0.0119339,NA,0.004143228,NA,NA,NA,0.011507131,NA,NA,0.009635935,NA,NA
156,GO:0030662,coated vesicle membrane,CHC1/RET2/SEC26,NA,NA,NA,NA,NA,NA,NA,0.04775534,NA,NA,NA,0.029602572,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,GO:0030663,COPI-coated vesicle membrane,RET2/SEC26,0.04560371,NA,NA,NA,NA,NA,NA,0.02953992,NA,0.047922063,NA,0.019687735,NA,NA,NA,0.04684581,NA,NA,0.045795928,NA,NA
158,GO:0030863,cortical cytoskeleton,AIM21/ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO5/PAN1/SAC6/SLA1/SLA2/SRV2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,2.11E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,GO:0030863,cortical cytoskeleton,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46E-09,NA,NA
160,GO:0030863,cortical cytoskeleton,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.09E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,GO:0030863,cortical cytoskeleton,AIM21/ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2/TPM2,NA,NA,NA,NA,NA,NA,NA,2.03E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,GO:0030863,cortical cytoskeleton,ARC15/ARC35/ARC40/CAP2/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,2.30E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,GO:0030863,cortical cytoskeleton,ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-12,NA,NA,NA,NA,NA,3.89E-12,NA,NA,NA,NA,NA
164,GO:0030863,cortical cytoskeleton,ARC15/ARC35/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,4.64E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/TPM2,NA,1.90E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/END3/PAN1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.08E-08,NA,NA,NA,NA,NA,NA
167,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/END3/SLA1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63E-05,NA,NA,NA,NA,NA,NA,NA
168,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19E-07,NA,NA,NA,NA
169,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/PAN1/SLA1/SLA2,NA,NA,NA,NA,NA,5.60E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03E-05
170,GO:0030863,cortical cytoskeleton,ARC15/ARC40/CHC1/SLA1/SLA2,NA,NA,NA,NA,0.000664319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,GO:0030863,cortical cytoskeleton,ARC40/CHC1/PAN1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000461123,NA,NA,NA
172,GO:0030864,cortical actin cytoskeleton,AIM21/ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO5/PAN1/SAC6/SLA1/SLA2/SRV2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,1.38E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,GO:0030864,cortical actin cytoskeleton,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46E-09,NA,NA
174,GO:0030864,cortical actin cytoskeleton,AIM21/ARC15/ARC40/CHC1/END3/LAS17/PAN1/SAC6/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.32E-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,GO:0030864,cortical actin cytoskeleton,AIM21/ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2/TPM2,NA,NA,NA,NA,NA,NA,NA,2.03E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,GO:0030864,cortical actin cytoskeleton,ARC15/ARC35/ARC40/CAP2/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,1.49E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,GO:0030864,cortical actin cytoskeleton,ARC15/ARC35/ARC40/CHC1/END3/LAS17/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81E-12,NA,NA,NA,NA,NA,2.99E-12,NA,NA,NA,NA,NA
178,GO:0030864,cortical actin cytoskeleton,ARC15/ARC35/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/TPM2/VRP1,NA,NA,NA,4.32E-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/END3/PAN1/SAC6/SLA1/SLA2/TPM2,NA,1.73E-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/END3/PAN1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03E-08,NA,NA,NA,NA,NA,NA
181,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/END3/SLA1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63E-05,NA,NA,NA,NA,NA,NA,NA
182,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/PAN1/SAC6/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.57E-07,NA,NA,NA,NA
183,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/PAN1/SLA1/SLA2,NA,NA,NA,NA,NA,5.45E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03E-05
184,GO:0030864,cortical actin cytoskeleton,ARC15/ARC40/CHC1/SLA1/SLA2,NA,NA,NA,NA,0.000664319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,GO:0030864,cortical actin cytoskeleton,ARC40/CHC1/PAN1/SLA2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000461123,NA,NA,NA
186,GO:0031410,cytoplasmic vesicle,AKR1/CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1/SLA2/SYP1/VPS35,0.021516276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,GO:0031410,cytoplasmic vesicle,CHC1/END3/MEH1/PAN1/RET2/SEC26/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047842584,NA,NA
188,GO:0031410,cytoplasmic vesicle,CHC1/END3/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011962402,NA,NA,NA,NA,NA,NA
189,GO:0031410,cytoplasmic vesicle,CHC1/MEH1/MYO2/PAN1/RET2/SEC26/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,0.046354508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,GO:0031410,cytoplasmic vesicle,CHC1/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.025566434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031046777
191,GO:0031410,cytoplasmic vesicle,CHC1/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02088011,NA,NA,NA
192,GO:0031982,vesicle,AKR1/CHC1/END3/MEH1/MYO3/MYO5/PAN1/RET2/SEC26/SLA1/SLA2/SYP1/VPS35,0.00332982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,GO:0031982,vesicle,CHC1/END3/MYO3/MYO5/PAN1/RET2/SEC26/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030620692,NA,NA,NA,NA,NA,0.027797963,NA,NA,NA,NA,NA
194,GO:0031982,vesicle,CHC1/END3/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012413719,NA,NA,NA,NA,NA,NA
195,GO:0031982,vesicle,CHC1/MEH1/MYO2/PAN1/RET2/SEC26/SLA1/SLA2,NA,NA,NA,NA,NA,NA,NA,0.04775534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,GO:0031982,vesicle,CHC1/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.025775614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031902823
197,GO:0031982,vesicle,CHC1/PAN1/SLA2/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02088011,NA,NA,NA
198,GO:0032153,cell division site,CDC11/NAP1/SHS1/SYP1/TPM2,NA,NA,NA,NA,NA,NA,0.016436012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,GO:0032153,cell division site,NAP1/SHS1/SYP1/TPM2,0.041571778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,GO:0032156,septin cytoskeleton,CDC11/NAP1/SHS1/SYP1,NA,NA,NA,NA,NA,NA,0.011672461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,GO:0032156,septin cytoskeleton,NAP1/SHS1/SYP1,0.043357721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,GO:0032161,cleavage apparatus septin structure,CDC11/NAP1/SHS1/SYP1,NA,NA,NA,NA,NA,NA,0.004539133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,GO:0032161,cleavage apparatus septin structure,NAP1/SHS1/SYP1,0.023273748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,GO:0033176,proton-transporting V-type ATPase complex,VMA7/VMA8,NA,0.023026517,NA,0.023661731,NA,NA,NA,0.046354508,NA,NA,NA,0.029602572,NA,0.011313307,NA,NA,NA,NA,NA,NA,NA
205,GO:0035770,ribonucleoprotein granule,DCP2/LSM3/LSM6/SSD1,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,GO:0036464,cytoplasmic ribonucleoprotein granule,DCP2/LSM3/LSM6/SSD1,NA,NA,NA,NA,0.025884375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,GO:0042995,cell projection,AIM21/CAR1/CDC11/END3/LAS17/MID2/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SRV2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,5.05E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,GO:0042995,cell projection,AIM21/CAR1/END3/LAS17/MID2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33E-08,NA,NA
209,GO:0042995,cell projection,AIM21/CAR1/MID2/MYO2/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1,NA,NA,NA,NA,NA,NA,NA,8.64E-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,GO:0042995,cell projection,AIM21/END3/LAS17/PAN1/SAC6/SHS1/SLA1/SLA2/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,GO:0042995,cell projection,CAP2/CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,7.01E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,GO:0042995,cell projection,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SHS1/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68E-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,GO:0042995,cell projection,CAR1/END3/LAS17/MID2/MYO3/MYO5/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74E-08,NA,NA,NA,NA,NA
214,GO:0042995,cell projection,END3/MID2/PAN1/SAC6/SFB3/SLA1/SLA2/VRP1,NA,NA,NA,2.28E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,GO:0042995,cell projection,END3/MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,1.44E-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,GO:0042995,cell projection,END3/MID2/PAN1/SLA2/SYP1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21E-05,NA,NA,NA,NA,NA,NA
217,GO:0042995,cell projection,END3/MID2/SLA1/SMI1/VRP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.001933267,NA,NA,NA,NA,NA,NA,NA
218,GO:0042995,cell projection,MID2/PAN1/SAC6/SLA1/SLA2/SMI1/SYP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92E-05,NA,NA,NA,NA
219,GO:0042995,cell projection,MID2/PAN1/SLA1/SLA2/SYP1,NA,NA,NA,NA,NA,0.001013812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
